row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,category,sub_category,product_id,product_name,quantity,discount,unit_price,sales,profit
522,ORD-01174,2022-09-23,2022-09-23,Same Day,CUS-0180,Customer 180,Consumer,New York,NY,10001,East,Technology,Machines,PRD-1881,HP ProBook 440 G9,3,0.1,856.85,2313.5,294.31
1282,ORD-01427,2022-10-06,2022-10-11,Standard Class,CUS-0249,Customer 249,Consumer,San Francisco,CA,94101,West,Office Supplies,Fasteners,PRD-3891,Binder Clips Assorted,3,0,7.39,22.17,5.64
2094,ORD-01698,2022-07-02,2022-07-09,Standard Class,CUS-0396,Customer 396,Consumer,Portland,OR,97201,West,Technology,Copiers,PRD-4662,Epson WorkForce WF-7840,1,0,413.99,413.99,137.42
1004,ORD-01334,2023-09-05,2023-09-09,Second Class,CUS-0149,Customer 149,Corporate,Detroit,MI,48201,Central,Technology,Phones,PRD-4957,iPhone 14 128GB,2,0.1,841.71,1515.08,297.6
1736,ORD-01578,2021-01-13,2021-01-20,Standard Class,CUS-0116,Customer 116,Home Office,Charlotte,NC,28201,South,Office Supplies,Binders,PRD-6231,3-Ring Binder 2in,2,0.5,8.75,8.75,-0.82
416,ORD-01138,2022-09-04,2022-09-08,Standard Class,CUS-0309,Customer 309,Consumer,Houston,TX,77001,Central,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,1,0.5,1351.79,675.89,-54.26
1024,ORD-01341,2021-07-04,2021-07-07,Second Class,CUS-0195,Customer 195,Consumer,Chicago,IL,60601,Central,Office Supplies,Envelopes,PRD-4017,Security Envelope 100pk,1,0,12.78,12.78,2.39
30,ORD-01010,2023-05-17,2023-05-23,Standard Class,CUS-0271,Customer 271,Consumer,Miami,FL,33101,East,Technology,Phones,PRD-9624,Samsung Galaxy A54,2,0.4,303.26,363.91,-4.27
664,ORD-01221,2023-10-07,2023-10-09,Second Class,CUS-0144,Customer 144,Corporate,Charlotte,NC,28201,South,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,2,0.2,1557.28,2491.65,208.87
365,ORD-01121,2022-12-13,2022-12-18,Standard Class,CUS-0331,Customer 331,Consumer,Philadelphia,PA,19101,East,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,1,0,961.29,961.29,114.93
1972,ORD-01657,2023-12-26,2024-01-02,Standard Class,CUS-0345,Customer 345,Corporate,Boston,MA,02101,East,Office Supplies,Fasteners,PRD-7306,Stapler Heavy Duty,2,0.1,24.44,43.99,15.16
486,ORD-01162,2022-08-05,2022-08-12,Standard Class,CUS-0362,Customer 362,Consumer,Memphis,TN,38101,South,Office Supplies,Binders,PRD-6231,3-Ring Binder 2in,2,0.2,8.74,13.98,2.43
2240,ORD-01746,2023-05-11,2023-05-16,Standard Class,CUS-0055,Customer 55,Consumer,New York,NY,10001,East,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,1,0.3,1518.68,1063.08,42.62
621,ORD-01207,2021-05-11,2021-05-15,Standard Class,CUS-0017,Customer 17,Corporate,Charlotte,NC,28201,South,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,6,0.1,219.4,1184.76,153.77
433,ORD-01144,2022-07-21,2022-07-28,Standard Class,CUS-0147,Customer 147,Corporate,San Francisco,CA,94101,West,Office Supplies,Art,PRD-9676,Watercolor Set 24pcs,1,0.4,20.49,12.29,-0.18
715,ORD-01238,2021-10-07,2021-10-10,Second Class,CUS-0364,Customer 364,Consumer,Las Vegas,NV,89101,West,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,2,0.2,229.4,367.04,37.18
316,ORD-01105,2022-07-19,2022-07-19,Same Day,CUS-0314,Customer 314,Consumer,Boston,MA,02101,East,Office Supplies,Labels,PRD-1860,Name Badge Kit,2,0.1,19.02,34.24,7.9
128,ORD-01042,2023-04-01,2023-04-08,Standard Class,CUS-0299,Customer 299,Consumer,Dallas,TX,75201,Central,Furniture,Bookcases,PRD-5344,Wall-Mount Floating Shelves,2,0.5,70.14,70.14,5.56
1536,ORD-01512,2023-11-15,2023-11-19,Standard Class,CUS-0377,Customer 377,Consumer,Portland,OR,97201,West,Technology,Machines,PRD-1881,HP ProBook 440 G9,2,0,787.13,1574.26,199.46
572,ORD-01190,2023-05-18,2023-05-23,Standard Class,CUS-0163,Customer 163,Consumer,Seattle,WA,98101,West,Office Supplies,Envelopes,PRD-6228,Manila Envelope 50pk,3,0.1,8.75,23.62,3.06
36,ORD-01012,2022-02-17,2022-02-22,Standard Class,CUS-0151,Customer 151,Corporate,Washington,DC,20001,East,Office Supplies,Art,PRD-0551,Whiteboard Markers 10pk,6,0.3,14.04,58.97,7.02
843,ORD-01281,2022-05-12,2022-05-17,Standard Class,CUS-0216,Customer 216,Consumer,San Francisco,CA,94101,West,Technology,Accessories,PRD-8988,Logitech MX Master 3,3,0.2,97.22,233.33,86.71
2263,ORD-01754,2023-04-24,2023-04-24,Same Day,CUS-0135,Customer 135,Corporate,Chicago,IL,60601,Central,Technology,Accessories,PRD-9020,Mechanical Keyboard TKL,2,0.1,75.25,135.45,32.6
516,ORD-01172,2021-11-29,2021-12-03,Standard Class,CUS-0277,Customer 277,Corporate,Los Angeles,CA,90001,West,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,5,0,103.51,517.55,41.41
1014,ORD-01338,2022-01-25,2022-01-26,First Class,CUS-0163,Customer 163,Consumer,Seattle,WA,98101,West,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,2,0,6.64,13.28,1.34
1247,ORD-01415,2021-07-04,2021-07-10,Standard Class,CUS-0170,Customer 170,Home Office,Detroit,MI,48201,Central,Technology,Accessories,PRD-7137,USB Hub 7-Port,1,0.4,33.65,20.19,0.91
620,ORD-01206,2023-10-09,2023-10-13,Standard Class,CUS-0213,Customer 213,Consumer,Detroit,MI,48201,Central,Office Supplies,Art,PRD-0551,Whiteboard Markers 10pk,1,0.3,13.6,9.52,0.86
2085,ORD-01695,2022-04-01,2022-04-05,Standard Class,CUS-0045,Customer 45,Corporate,New York,NY,10001,East,Office Supplies,Labels,PRD-9649,Address Labels 750pk,1,0.2,13.04,10.43,2.36
1410,ORD-01470,2022-08-22,2022-08-25,Second Class,CUS-0087,Customer 87,Consumer,Minneapolis,MN,55401,Central,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,1,0.1,1516.46,1364.81,257.28
1674,ORD-01558,2022-06-02,2022-06-07,Standard Class,CUS-0364,Customer 364,Consumer,Las Vegas,NV,89101,West,Office Supplies,Envelopes,PRD-4017,Security Envelope 100pk,2,0,14.42,28.84,5.34
628,ORD-01209,2021-05-06,2021-05-10,Standard Class,CUS-0223,Customer 223,Corporate,Memphis,TN,38101,South,Furniture,Tables,PRD-4568,Standing Desk Adjustable,6,0.5,493.0,1479.0,10.09
1093,ORD-01364,2023-03-08,2023-03-12,Standard Class,CUS-0278,Customer 278,Consumer,San Francisco,CA,94101,West,Technology,Copiers,PRD-4662,Epson WorkForce WF-7840,1,0.2,447.1,357.68,65.65
251,ORD-01083,2023-09-07,2023-09-11,Second Class,CUS-0354,Customer 354,Consumer,Seattle,WA,98101,West,Office Supplies,Binders,PRD-6231,3-Ring Binder 2in,3,0,7.88,23.64,4.09
2032,ORD-01677,2022-01-06,2022-01-11,Standard Class,CUS-0344,Customer 344,Home Office,Los Angeles,CA,90001,West,Furniture,Bookcases,PRD-5773,Wooden Bookcase 180cm,1,0.3,205.55,143.88,-0.16
1659,ORD-01553,2023-03-02,2023-03-03,First Class,CUS-0374,Customer 374,Consumer,Minneapolis,MN,55401,Central,Furniture,Bookcases,PRD-5344,Wall-Mount Floating Shelves,6,0.3,60.69,254.9,0.83
562,ORD-01187,2023-09-01,2023-09-07,Standard Class,CUS-0272,Customer 272,Corporate,Chicago,IL,60601,Central,Office Supplies,Paper,PRD-0896,Premium Photo Paper 50sh,1,0.5,15.01,7.5,-0.53
1412,ORD-01470,2021-08-21,2021-08-24,Second Class,CUS-0092,Customer 92,Consumer,Minneapolis,MN,55401,Central,Technology,Machines,PRD-1881,HP ProBook 440 G9,2,0.1,721.05,1297.89,166.3
38,ORD-01012,2023-06-20,2023-06-22,First Class,CUS-0205,Customer 205,Corporate,Miami,FL,33101,East,Technology,Accessories,PRD-9020,Mechanical Keyboard TKL,1,0.3,74.77,52.34,5.67
1618,ORD-01539,2021-08-05,2021-08-09,Standard Class,CUS-0088,Customer 88,Corporate,Charlotte,NC,28201,South,Office Supplies,Paper,PRD-4352,Cardstock 100pk,2,0.5,12.38,12.38,-0.93
76,ORD-01025,2023-04-14,2023-04-17,Second Class,CUS-0081,Customer 81,Consumer,Miami,FL,33101,East,Furniture,Tables,PRD-5524,Folding Table Portable,2,0,81.96,163.92,-12.31
774,ORD-01258,2021-01-24,2021-01-28,Standard Class,CUS-0189,Customer 189,Consumer,Minneapolis,MN,55401,Central,Technology,Accessories,PRD-8988,Logitech MX Master 3,6,0.2,90.55,434.64,91.78
356,ORD-01118,2022-01-20,2022-01-25,Standard Class,CUS-0252,Customer 252,Corporate,Boston,MA,02101,East,Technology,Phones,PRD-4957,iPhone 14 128GB,1,0,853.68,853.68,142.02
754,ORD-01251,2022-04-24,2022-04-27,Second Class,CUS-0228,Customer 228,Corporate,Portland,OR,97201,West,Office Supplies,Envelopes,PRD-6228,Manila Envelope 50pk,5,0.2,8.73,34.92,3.96
469,ORD-01156,2022-01-14,2022-01-15,First Class,CUS-0392,Customer 392,Home Office,New York,NY,10001,East,Technology,Machines,PRD-1881,HP ProBook 440 G9,2,0.1,848.04,1526.47,275.87
2020,ORD-01673,2022-06-13,2022-06-14,First Class,CUS-0268,Customer 268,Consumer,New Orleans,LA,70101,South,Technology,Accessories,PRD-8988,Logitech MX Master 3,4,0.4,91.14,218.74,-5.26
1052,ORD-01350,2023-09-08,2023-09-14,Standard Class,CUS-0329,Customer 329,Consumer,Miami,FL,33101,East,Technology,Phones,PRD-9624,Samsung Galaxy A54,5,0.4,343.24,1029.72,-3.81
1090,ORD-01363,2022-01-16,2022-01-20,Standard Class,CUS-0141,Customer 141,Consumer,Las Vegas,NV,89101,West,Furniture,Tables,PRD-5524,Folding Table Portable,2,0,81.14,162.28,-11.91
2028,ORD-01676,2022-08-29,2022-09-01,Second Class,CUS-0079,Customer 79,Consumer,Memphis,TN,38101,South,Office Supplies,Envelopes,PRD-8641,Padded Mailer 25pk,2,0.2,18.98,30.37,4.5
897,ORD-01299,2021-12-06,2021-12-06,Same Day,CUS-0160,Customer 160,Home Office,Detroit,MI,48201,Central,Furniture,Furnishings,PRD-8417,Cable Management Kit,1,0.1,28.54,25.69,4.18
69,ORD-01023,2022-10-28,2022-11-04,Standard Class,CUS-0288,Customer 288,Home Office,Washington,DC,20001,East,Technology,Accessories,PRD-9020,Mechanical Keyboard TKL,1,0.1,77.93,70.14,13.3
1400,ORD-01466,2021-07-10,2021-07-16,Standard Class,CUS-0213,Customer 213,Consumer,Detroit,MI,48201,Central,Technology,Accessories,PRD-7137,USB Hub 7-Port,2,0.1,35.09,63.16,16.41
440,ORD-01146,2021-09-18,2021-09-25,Standard Class,CUS-0310,Customer 310,Consumer,Philadelphia,PA,19101,East,Office Supplies,Envelopes,PRD-6228,Manila Envelope 50pk,2,0.1,8.69,15.64,2.51
1177,ORD-01392,2021-08-29,2021-09-02,Standard Class,CUS-0006,Customer 6,Corporate,Minneapolis,MN,55401,Central,Office Supplies,Fasteners,PRD-9613,Paper Clips Box 500,2,0,5.68,11.36,2.39
1064,ORD-01354,2022-12-02,2022-12-08,Standard Class,CUS-0107,Customer 107,Corporate,New York,NY,10001,East,Technology,Accessories,PRD-3294,Webcam HD 1080p,1,0,51.9,51.9,19.28
141,ORD-01047,2022-02-04,2022-02-06,First Class,CUS-0070,Customer 70,Corporate,Atlanta,GA,30301,South,Furniture,Furnishings,PRD-8417,Cable Management Kit,2,0,29.18,58.36,6.15
144,ORD-01048,2022-03-24,2022-03-24,Same Day,CUS-0280,Customer 280,Corporate,Washington,DC,20001,East,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,6,0.2,6.72,32.26,3.04
916,ORD-01305,2023-07-19,2023-07-23,Second Class,CUS-0363,Customer 363,Consumer,San Francisco,CA,94101,West,Technology,Accessories,PRD-7137,USB Hub 7-Port,1,0.2,37.92,30.34,9.63
525,ORD-01175,2022-08-16,2022-08-20,Standard Class,CUS-0196,Customer 196,Corporate,Charlotte,NC,28201,South,Office Supplies,Art,PRD-1820,Sketch Pad A3,2,0.2,17.29,27.66,5.48
26,ORD-01008,2021-06-21,2021-06-24,Second Class,CUS-0146,Customer 146,Consumer,Dallas,TX,75201,Central,Furniture,Tables,PRD-1817,L-Shape Office Desk,4,0.2,348.97,1116.7,17.84
659,ORD-01219,2023-07-31,2023-07-31,Same Day,CUS-0108,Customer 108,Consumer,Charlotte,NC,28201,South,Technology,Accessories,PRD-8988,Logitech MX Master 3,1,0,90.94,90.94,26.04
547,ORD-01182,2023-04-08,2023-04-15,Standard Class,CUS-0305,Customer 305,Consumer,Houston,TX,77001,Central,Office Supplies,Art,PRD-1820,Sketch Pad A3,2,0.5,18.96,18.96,-1.6
1946,ORD-01648,2021-11-06,2021-11-06,Same Day,CUS-0244,Customer 244,Consumer,Detroit,MI,48201,Central,Technology,Accessories,PRD-3294,Webcam HD 1080p,2,0.1,50.36,90.65,20.22
1183,ORD-01394,2021-08-09,2021-08-13,Standard Class,CUS-0022,Customer 22,Consumer,Miami,FL,33101,East,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,2,0.4,213.87,256.64,-35.19
993,ORD-01331,2021-02-22,2021-02-27,Standard Class,CUS-0077,Customer 77,Consumer,Memphis,TN,38101,South,Office Supplies,Fasteners,PRD-3891,Binder Clips Assorted,2,0.4,8.45,10.14,-1.07
1876,ORD-01625,2023-05-17,2023-05-23,Standard Class,CUS-0211,Customer 211,Consumer,Nashville,TN,37201,South,Technology,Machines,PRD-1881,HP ProBook 440 G9,2,0.3,798.52,1117.93,92.64
943,ORD-01314,2023-11-15,2023-11-19,Second Class,CUS-0125,Customer 125,Consumer,Miami,FL,33101,East,Office Supplies,Storage,PRD-5940,Plastic Storage Bin Set,2,0.2,32.38,51.81,7.5
2144,ORD-01714,2022-09-02,2022-09-09,Standard Class,CUS-0149,Customer 149,Corporate,Detroit,MI,48201,Central,Office Supplies,Binders,PRD-3805,View Binder with Windows,5,0.1,15.67,70.52,15.43
1944,ORD-01648,2023-01-31,2023-01-31,Same Day,CUS-0139,Customer 139,Corporate,Memphis,TN,38101,South,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,2,0.4,6.38,7.66,-0.91
758,ORD-01252,2023-09-03,2023-09-03,Same Day,CUS-0341,Customer 341,Corporate,Nashville,TN,37201,South,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,1,0,100.62,100.62,11.0
1363,ORD-01454,2021-09-12,2021-09-16,Second Class,CUS-0274,Customer 274,Consumer,Chicago,IL,60601,Central,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,5,0,6.51,32.55,4.2
1081,ORD-01360,2023-08-28,2023-09-01,Second Class,CUS-0191,Customer 191,Corporate,Las Vegas,NV,89101,West,Office Supplies,Storage,PRD-6625,Banker Box 10-Pack,2,0.2,49.33,78.93,17.0
1473,ORD-01491,2022-09-22,2022-09-27,Standard Class,CUS-0293,Customer 293,Consumer,Washington,DC,20001,East,Technology,Machines,PRD-1881,HP ProBook 440 G9,3,0.3,722.36,1516.96,82.09
2260,ORD-01753,2021-11-09,2021-11-09,Same Day,CUS-0386,Customer 386,Consumer,Houston,TX,77001,Central,Office Supplies,Binders,PRD-6126,Presentation Binder,2,0.1,12.09,21.76,3.01
1302,ORD-01434,2021-03-04,2021-03-06,First Class,CUS-0062,Customer 62,Corporate,Portland,OR,97201,West,Technology,Phones,PRD-9624,Samsung Galaxy A54,2,0.4,334.39,401.27,-2.03
236,ORD-01078,2021-04-29,2021-05-05,Standard Class,CUS-0161,Customer 161,Consumer,Houston,TX,77001,Central,Technology,Accessories,PRD-7137,USB Hub 7-Port,3,0,34.93,104.79,20.67
637,ORD-01212,2021-09-24,2021-10-01,Standard Class,CUS-0218,Customer 218,Corporate,Miami,FL,33101,East,Technology,Machines,PRD-1881,HP ProBook 440 G9,3,0.1,789.2,2130.84,290.83
1005,ORD-01335,2023-07-18,2023-07-25,Standard Class,CUS-0346,Customer 346,Corporate,Los Angeles,CA,90001,West,Technology,Copiers,PRD-5522,Canon ImageRUNNER 2425,2,0,1750.94,3501.88,781.11
1636,ORD-01545,2023-01-08,2023-01-10,First Class,CUS-0085,Customer 85,Consumer,Memphis,TN,38101,South,Office Supplies,Labels,PRD-9649,Address Labels 750pk,2,0.2,11.43,18.29,6.86
2313,ORD-01771,2021-06-20,2021-06-25,Standard Class,CUS-0257,Customer 257,Corporate,San Francisco,CA,94101,West,Office Supplies,Storage,PRD-6625,Banker Box 10-Pack,2,0,42.7,85.4,13.99
185,ORD-01061,2021-06-22,2021-06-28,Standard Class,CUS-0352,Customer 352,Corporate,Nashville,TN,37201,South,Office Supplies,Storage,PRD-6625,Banker Box 10-Pack,1,0.5,49.47,24.73,-1.21
871,ORD-01290,2021-11-26,2021-12-03,Standard Class,CUS-0244,Customer 244,Consumer,Detroit,MI,48201,Central,Office Supplies,Fasteners,PRD-3891,Binder Clips Assorted,3,0.4,7.52,13.54,0.56
2204,ORD-01734,2023-06-05,2023-06-05,Same Day,CUS-0389,Customer 389,Consumer,Atlanta,GA,30301,South,Office Supplies,Labels,PRD-3171,Color Coding Labels,1,0,7.95,7.95,2.47
746,ORD-01248,2022-01-08,2022-01-12,Standard Class,CUS-0250,Customer 250,Home Office,Atlanta,GA,30301,South,Furniture,Tables,PRD-7760,Conference Table 2m,3,0,639.33,1917.99,93.74
2271,ORD-01757,2021-07-12,2021-07-16,Standard Class,CUS-0341,Customer 341,Corporate,Nashville,TN,37201,South,Furniture,Bookcases,PRD-4464,5-Tier Metal Bookshelf,3,0.1,127.65,344.66,8.87
1436,ORD-01478,2021-05-06,2021-05-08,Second Class,CUS-0082,Customer 82,Home Office,New York,NY,10001,East,Office Supplies,Fasteners,PRD-9613,Paper Clips Box 500,1,0.1,5.64,5.08,1.8
716,ORD-01238,2021-07-25,2021-07-29,Standard Class,CUS-0010,Customer 10,Consumer,Chicago,IL,60601,Central,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,3,0.5,86.97,130.45,-8.23
344,ORD-01114,2021-12-10,2021-12-12,First Class,CUS-0075,Customer 75,Consumer,Nashville,TN,37201,South,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,1,0.1,87.0,78.3,8.87
1936,ORD-01645,2022-05-01,2022-05-03,First Class,CUS-0362,Customer 362,Consumer,Memphis,TN,38101,South,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,1,0.1,101.57,91.41,17.85
1737,ORD-01579,2021-05-19,2021-05-23,Standard Class,CUS-0088,Customer 88,Corporate,Charlotte,NC,28201,South,Furniture,Furnishings,PRD-1284,Desk Organizer Bamboo,1,0,34.23,34.23,5.3
540,ORD-01180,2022-12-14,2022-12-15,First Class,CUS-0297,Customer 297,Home Office,Miami,FL,33101,East,Furniture,Chairs,PRD-0063,Herman Miller Aeron,3,0.3,1372.45,2882.14,98.97
1547,ORD-01515,2022-04-03,2022-04-04,First Class,CUS-0053,Customer 53,Home Office,Dallas,TX,75201,Central,Furniture,Furnishings,PRD-8417,Cable Management Kit,5,0.2,27.25,109.0,16.16
46,ORD-01015,2021-09-09,2021-09-13,Standard Class,CUS-0103,Customer 103,Consumer,Los Angeles,CA,90001,West,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,5,0.1,100.9,454.05,73.98
545,ORD-01181,2023-01-23,2023-01-30,Standard Class,CUS-0348,Customer 348,Consumer,Las Vegas,NV,89101,West,Office Supplies,Labels,PRD-3171,Color Coding Labels,2,0,8.04,16.08,3.33
2234,ORD-01744,2022-10-22,2022-10-24,Second Class,CUS-0294,Customer 294,Consumer,Dallas,TX,75201,Central,Furniture,Chairs,PRD-0291,Bar Stool Set 2pcs,2,0.3,147.45,206.43,14.11
4,ORD-01001,2023-06-27,2023-06-30,Second Class,CUS-0140,Customer 140,Corporate,New York,NY,10001,East,Furniture,Furnishings,PRD-8417,Cable Management Kit,2,0.1,26.41,47.54,6.34
745,ORD-01248,2023-05-06,2023-05-12,Standard Class,CUS-0397,Customer 397,Consumer,Las Vegas,NV,89101,West,Office Supplies,Binders,PRD-6231,3-Ring Binder 2in,3,0,8.29,24.87,3.44
923,ORD-01307,2022-02-26,2022-03-03,Standard Class,CUS-0254,Customer 254,Corporate,Memphis,TN,38101,South,Technology,Copiers,PRD-3378,Brother MFC-L2750DW,3,0,315.97,947.91,300.8
534,ORD-01178,2023-12-13,2023-12-17,Second Class,CUS-0315,Customer 315,Consumer,Detroit,MI,48201,Central,Office Supplies,Storage,PRD-5940,Plastic Storage Bin Set,1,0,34.72,34.72,5.86
81,ORD-01027,2023-05-26,2023-05-30,Standard Class,CUS-0208,Customer 208,Corporate,Chicago,IL,77001,Central,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,8.6,0,241.19,72.36,10.96
567,ORD-01189,2022-01-29,2022-02-04,Standard Class,CUS-0077,Customer 77,Consumer,Memphis,TN,38101,South,Furniture,Furnishings,PRD-8417,Cable Management Kit,1,0,28.82,28.82,4.16
150,ORD-01050,2023-09-27,2023-10-01,Standard Class,CUS-0233,Customer 233,Consumer,Chicago,IL,,Central,Office Supplies,Envelopes,PRD-4017,Security Envelope 100pk,6,0.5,12.86,38.58,-1.04
1171,ORD-01390,2021-04-07,2021-04-09,First Class,CUS-0269,Customer 269,Home Office,Atlanta,GA,30301,South,Furniture,Tables,PRD-5524,Folding Table Portable,3,0.5,79.2,118.8,2.0
603,ORD-01201,2022-12-01,2022-12-05,Second Class,CUS-0263,Customer 263,Home Office,Washington,DC,20001,East,Office Supplies,Binders,PRD-6126,Presentation Binder,2,0,12.07,24.14,4.06
610,ORD-01203,2023-03-20,2023-03-21,First Class,CUS-0185,Customer 185,Corporate,Seattle,WA,98101,West,Technology,Phones,PRD-4957,iPhone 14 128GB,1,0,719.46,719.46,155.76
539,ORD-01179,2022-02-25,2022-03-02,Standard Class,CUS-0309,Customer 309,Consumer,Houston,TX,77001,Central,Technology,Copiers,PRD-5522,Canon ImageRUNNER 2425,4,0.1,1698.59,6114.92,2204.21
2071,ORD-01690,2023-08-13,2023-08-15,Second Class,CUS-0134,Customer 134,Consumer,Seattle,WA,98101,West,Furniture,Bookcases,PRD-4464,5-Tier Metal Bookshelf,1,0.3,125.64,87.95,2.56
1008,ORD-01336,2023-09-24,2023-09-29,Standard Class,CUS-0141,Customer 141,Consumer,Las Vegas,NV,89101,West,Technology,Copiers,PRD-3378,Brother MFC-L2750DW,5,0.5,325.72,814.3,-102.39
914,ORD-01304,2022-02-26,2022-02-28,Second Class,CUS-0377,Customer 377,Consumer,Portland,OR,97201,West,Office Supplies,Storage,PRD-6625,Banker Box 10-Pack,1,0.2,40.62,32.5,5.49
740,ORD-01246,2021-03-12,2021-03-14,First Class,CUS-0245,Customer 245,Consumer,Seattle,WA,98101,West,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,2,0.5,209.5,209.5,-15.46
786,ORD-01262,2021-08-04,2021-08-06,Second Class,CUS-0194,Customer 194,Home Office,Washington,DC,20001,East,Technology,Copiers,PRD-3378,Brother MFC-L2750DW,2,0.3,329.92,461.89,50.29
1829,ORD-01609,2021-08-09,2021-08-13,Standard Class,CUS-0294,Customer 294,Consumer,Dallas,TX,75201,Central,Technology,Accessories,PRD-7137,USB Hub 7-Port,2,0,33.28,66.56,16.17
1971,ORD-01657,2021-07-09,2021-07-14,Standard Class,CUS-0297,Customer 297,Home Office,Miami,FL,33101,East,Office Supplies,Binders,PRD-3805,View Binder with Windows,5,0.4,14.98,44.94,-6.2
2084,ORD-01694,2022-03-26,2022-03-31,Standard Class,CUS-0295,Customer 295,Consumer,Las Vegas,NV,89101,West,Furniture,Tables,PRD-7760,Conference Table 2m,3,0,633.8,1901.4,-134.43
1253,ORD-01417,2022-12-28,2022-12-30,Second Class,CUS-0043,Customer 43,Consumer,Minneapolis,MN,55401,Central,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,1,0.3,92.44,64.71,6.97
1594,ORD-01531,2022-10-31,2022-11-05,Standard Class,CUS-0282,Customer 282,Consumer,Las Vegas,NV,89101,West,Technology,Phones,PRD-1941,Xiaomi Redmi 12,4,0,201.34,805.36,106.45
2293,ORD-01764,2023-04-13,2023-04-17,Second Class,CUS-0028,Customer 28,Consumer,Las Vegas,NV,89101,West,Office Supplies,Binders,PRD-6126,Presentation Binder,2,0,12.77,25.54,5.39
1063,ORD-01354,2023-03-01,2023-03-06,Standard Class,CUS-0300,Customer 300,Consumer,Houston,TX,77001,Central,Office Supplies,Labels,PRD-3171,Color Coding Labels,3,0.1,8.23,22.22,5.91
223,ORD-01074,2021-03-04,2021-03-11,Standard Class,CUS-0064,Customer 64,Corporate,Washington,DC,20001,East,Furniture,Tables,PRD-1817,L-Shape Office Desk,1,0,386.6,386.6,-7.29
672,ORD-01224,2023-06-18,2023-06-22,Second Class,CUS-0038,Customer 38,Corporate,Boston,MA,02101,East,Furniture,Chairs,PRD-0063,Herman Miller Aeron,4,0.2,1412.43,4519.78,770.87
1438,ORD-01479,2022-04-05,2022-04-11,Standard Class,CUS-0330,Customer 330,Consumer,Seattle,WA,98101,West,Office Supplies,Labels,PRD-3171,Color Coding Labels,1,0,7.46,7.46,2.64
2216,ORD-01738,2023-07-12,2023-07-17,Standard Class,CUS-0094,Customer 94,Consumer,Seattle,WA,98101,West,Technology,Accessories,PRD-3294,Webcam HD 1080p,1,0.5,59.83,29.91,-3.81
1054,ORD-01351,2021-11-10,2021-11-15,Standard Class,CUS-0314,Customer 314,Consumer,Boston,MA,02101,East,Technology,Phones,PRD-9624,Samsung Galaxy A54,3,0.1,316.38,854.23,152.8
203,ORD-01067,2021-05-31,2021-06-02,Second Class,CUS-0232,Customer 232,Consumer,Portland,OR,97201,West,Technology,Copiers,PRD-4662,Epson WorkForce WF-7840,1,0,457.94,457.94,99.72
743,ORD-01247,2022-09-23,2022-09-27,Second Class,CUS-0196,Customer 196,Corporate,Charlotte,NC,28201,South,Office Supplies,Storage,PRD-7580,File Cabinet 4-Drawer,3,0,187.69,563.07,121.32
1542,ORD-01514,2021-03-20,2021-03-24,Standard Class,CUS-0234,Customer 234,Consumer,Houston,TX,77001,Central,Technology,Accessories,PRD-3294,Webcam HD 1080p,1,0,58.88,58.88,19.68
2080,ORD-01693,2022-05-31,2022-06-01,First Class,CUS-0390,Customer 390,Consumer,Houston,TX,77001,Central,Technology,Accessories,PRD-7137,USB Hub 7-Port,1,0.1,33.22,29.9,6.9
1769,ORD-01589,2022-03-14,2022-03-16,Second Class,CUS-0159,Customer 159,Consumer,New Orleans,LA,70101,South,Furniture,Furnishings,PRD-0891,Monitor Arm Dual,2,0,98.0,196.0,23.82
748,ORD-01249,2023-09-06,2023-09-10,Standard Class,CUS-0121,Customer 121,Consumer,Detroit,MI,48201,Central,Technology,Copiers,PRD-5522,Canon ImageRUNNER 2425,3,0,1911.17,5733.51,2151.04
208,ORD-01069,2023-09-29,2023-10-01,First Class,CUS-0242,Customer 242,Consumer,San Francisco,CA,94101,West,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,1,0,1412.6,1412.6,275.43
668,ORD-01222,2023-04-14,2023-04-21,Standard Class,CUS-0222,Customer 222,Consumer,Houston,TX,77001,Central,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,4,0.3,200.07,560.2,54.17
